           1   1.9195531412625759       -2763.7441890261134     
           2   2.8653234405267005       -2662.2540371655182     
           3   3.3236161781235247       -2619.2469272368044     
           4   3.5870761676634175       -2580.8747762838866     
           5   3.9899863510488172       -2534.0199693250079     
           6   4.0646500771435132       -2535.0826257536814     
           7   3.5074227275839678       -2595.0594820881288     
           8   3.8758803299804199       -2559.0425405940105     
           9   4.0021204763976748       -2541.6192380088346     
          10   4.3432731716297734       -2490.6005486575859     
          11   4.5402094349981148       -2473.3126431334749     
          12   4.8808511916284107       -2429.3584911018547     
          13   4.5431595976930730       -2478.4229989207256     
          14   4.6297646016075600       -2472.2686895758984     
          15   4.8197681634459855       -2454.9354427716717     
          16   4.8370101792598135       -2455.1211415180737     
          17   4.6768006321238431       -2480.1049639933740     
          18   4.7471395359025887       -2469.7285306790855     
          19   4.9083046829701189       -2452.6318672579828     
          20   5.2374483409313441       -2416.4017397409152     
          21   4.5143085232675642       -2499.5161711672085     
          22   4.4855239452169009       -2495.2822285522739     
          23   4.8393565587479301       -2451.8232121384208     
          24   5.1727148815207578       -2415.0960689377393     
          25   5.3497526164854712       -2388.8119751382437     
          26   5.6695857428167198       -2353.8222710940240     
          27   5.1434525741265951       -2428.3568489792879     
          28   5.0135473826595263       -2434.9192150790973     
          29   5.0089530028421230       -2425.6184326260968     
          30   4.8140860339461202       -2455.2663559471744     
          31   4.7824380792251002       -2463.2777415455371     
          32   4.7374418240705491       -2473.5284099436458     
          33   4.9917606410632036       -2444.2620335208358     
          34   4.6477666412014234       -2477.9442852663265     
          35   5.0107438583300699       -2436.0519092452619     
          36   5.0347712362415731       -2432.4565049771354     
          37   5.1280826577805758       -2417.4400840816734     
          38   4.9687215947580263       -2436.0470658026143     
          39   4.7958731047111200       -2454.2630686313228     
          40   5.3778929195946255       -2389.5458414409914     
          41   4.7869258069009852       -2462.5592450056524     
          42   4.8998808605471051       -2451.4402536291168     
          43   4.8462421798886179       -2451.5411382841448     
          44   4.9299666620586002       -2444.5696066350274     
          45   4.5926094610936552       -2481.1860832562629     
          46   4.7356839842205840       -2470.2171831905589     
          47   4.9547296641636080       -2445.7613087525219     
          48   4.9311353474648385       -2456.5960631070448     
          49   4.7428567237745227       -2476.4508891624382     
          50   4.4331517748377127       -2508.7043422417223     
          51   4.8112353702627271       -2459.9114064866953     
          52   4.3366983164886044       -2516.3124157802299     
          53   4.5557995770796573       -2490.1853148326290     
          54   4.6311331913638281       -2477.5264322532880     
          55   5.2643027931004553       -2399.2243832409608     
          56   5.1015180233290653       -2420.6256105604862     
          57   4.8930302732224469       -2442.9352858063885     
          58   4.9882519160026835       -2433.9470787915775     
          59   5.5014282750252317       -2372.3821876585171     
          60   5.4209900172643355       -2385.0903490500805     
          61   5.8971358556219737       -2329.5493916826736     
          62   5.4311506630745683       -2384.6189130498897     
          63   5.2760826847596913       -2403.8884500876807     
          64   5.1015769437388911       -2427.1320083963624     
          65   5.1006125810986784       -2426.6456911955252     
          66   4.7830512060383477       -2460.5323639024168     
          67   4.8422520058874969       -2450.4697102818554     
          68   4.9636586667914582       -2434.8083666208531     
          69   5.2069794967216758       -2406.8032885457415     
          70   5.0081483535286040       -2423.9667878863579     
          71   5.0704785995542281       -2411.9264166022676     
          72   5.0856966684223970       -2413.4552546744994     
          73   5.4261056883129157       -2379.5236559218711     
          74   5.1799454013118051       -2405.6234571249829     
          75   5.4580693761814381       -2383.1865700827493     
          76   5.6516945761007467       -2359.2313639926492     
          77   5.7567435172730761       -2360.5850901646418     
          78   5.5318543150196096       -2389.4927541525785     
          79   5.7080477685875977       -2368.2816902463187     
